TambonID,Lat,Long
240411,13.543,100.892
240412,13.528,101.026
240501,13.588,101.086
240502,13.678,100.958
240503,13.611,101.194
240504,13.572,101.057
240505,13.63,101.024
240506,13.631,101.125
240507,13.641,100.982
240508,13.616,101.075
240509,13.585,101.107
240510,13.617,101.101
240511,13.558,101.058
240512,13.633,101.078
240513,13.597,101.209
240514,13.605,101.023
240515,13.594,101.066
240516,13.582,101.015
240517,13.605,101.148
240601,13.695,101.399
240602,13.803,101.403
240603,13.771,101.324
240604,13.728,101.319
240605,13.816,101.351
240606,13.76,101.383
240607,13.661,101.335
240608,13.75,101.494
240701,13.788,101.278
240702,13.715,101.278
240703,13.836,101.291
240801,13.644,101.461
240802,13.606,101.71
240803,13.687,101.745
240805,13.548,101.475
240901,13.599,101.293
240902,13.536,101.334
240903,13.624,101.315
240904,13.504,101.404
241001,13.508,101.639
241002,13.299,101.739
241101,13.765,101.136
241102,13.772,101.185
241103,13.721,101.15
241104,13.824,101.137
241105,13.736,101.165
250101,14.057,101.374
250102,14.066,101.327
250103,14.034,101.31
250104,13.991,101.33
250105,14.017,101.413
250106,14.039,101.429
250107,14.072,101.394
250108,14.116,101.361
250109,14.14,101.298
250110,,
250111,14.132,101.439
250112,14.181,101.378
250113,14.094,101.463
250201,13.939,101.711
250202,13.999,101.77
250203,14.006,101.645
250204,14.056,101.668
250205,13.897,101.785
250206,13.849,101.87
250207,13.963,101.642
250208,13.873,101.658
250209,13.99,101.88
250210,13.935,101.881
250211,14.068,101.841
250212,14.052,101.723
250213,13.801,101.775
250214,13.694,101.885
250301,14.189,101.792
250302,14.081,101.766
250303,14.152,101.665
250304,14.141,101.889
250305,14.095,101.984
250306,14.268,101.872
250601,14.026,101.21
250602,13.984,101.202
250603,13.946,101.223
250604,13.94,101.175
250605,13.89,101.177
250606,13.986,101.282
250607,13.926,101.313
250608,13.893,101.274
250609,13.891,101.346
250701,14.055,101.497
250702,14.021,101.515
250703,13.996,101.567
250704,14.052,101.563
250705,14.02,101.579
250706,14.112,101.597
250707,14.298,101.601
250708,14.111,101.548
250709,14.214,101.466
250801,13.849,101.567
250802,13.997,101.48
250803,13.976,101.552
250804,13.932,101.571
250805,13.964,101.483
250806,13.958,101.426
250807,13.787,101.581
250808,13.908,101.461
250809,13.988,101.432
250810,13.767,101.66
250901,13.88,101.412
250902,13.845,101.448
250903,13.926,101.41
250904,13.919,101.372
260101,14.204,101.219
260102,14.192,101.176
260103,14.221,101.225
260104,14.176,101.212
260105,14.174,101.111
260106,14.128,101.109
260107,14.072,101.132
260108,14.136,101.167
260109,14.209,101.267
260110,14.359,101.261
260111,14.408,101.352
260112,14.301,101.212
260113,14.264,101.164
260113,14.264,101.164
260201,14.175,101.271
260202,14.156,101.231
260203,14.132,101.263
260204,14.18,101.306
260205,14.085,101.235
260206,14.211,101.307
260207,14.317,101.457
260301,14.262,101.059
260302,14.222,101.101
260303,14.252,100.976
260304,14.226,101.009
260305,14.207,101.037
260306,14.176,101.069
260307,14.244,101.027
260308,14.297,101.065
260309,14.362,101.096
260310,14.308,101.117
260401,13.986,101.02
260402,14.052,100.938
260403,14.043,100.986
260404,14.208,100.949
260405,14.021,101.112
260406,14.123,101.069
260407,14.166,100.971
260408,14.054,101.066
260409,14.107,101.005
260410,13.99,100.937
260411,14.127,100.98
270101,13.803,102.077
270102,13.984,101.99
270103,13.838,101.964
270104,13.925,102.028
270105,14.064,102.266
270106,13.766,102.164
270108,13.763,102.008
270111,13.85,102.087
270201,13.429,102.329
270202,13.407,102.26
270203,13.519,102.228
270204,13.593,102.212
270205,13.346,102.301
270206,13.542,102.307
270207,13.614,102.309
270301,13.956,102.764
270302,14.047,102.813
270306,14.079,102.639
270307,14.123,102.845
270309,13.968,102.65
270401,13.517,102.166
270403,13.471,102.13
270405,13.606,102.104
270406,13.482,102.009
270501,13.741,102.325
270502,13.666,102.251
270503,13.71,102.382
270504,13.824,102.315
270505,13.871,102.341
270506,14.001,102.449
270507,13.799,102.372
270508,13.974,102.518
270509,14.024,102.358
270510,13.916,102.265
270511,13.771,102.281
270601,13.68,102.517
270602,13.651,102.427
270603,13.806,102.452
270604,13.59,102.514
270605,13.639,102.531
270606,13.745,102.585
270607,13.506,102.336
270608,13.715,102.51
270609,13.592,102.432
270610,13.804,102.539
270611,13.643,102.387
270612,13.646,102.48
270613,13.746,102.526
270701,13.663,102.098
270702,13.672,102.037
270703,13.596,102.042
270704,13.708,102.118
270801,13.831,102.719
270802,13.874,102.582
270803,13.866,102.674
270804,13.774,102.664
270901,13.344,102.207
270902,13.413,102.039
270902,,
270903,13.338,102.081
300101,,
300102,14.906,102.102
300103,14.916,102.064
300104,15.095,102.116
300105,14.98,102.164
300106,14.946,102.199
300107,14.994,102.052
300108,15.011,102.108
300109,15.026,102.011
300110,14.947,102.085
300111,14.965,102.14
300112,14.981,102.091
300113,,
300114,15.049,102.043
300115,15.038,102.191
300116,15.055,102.148
300117,14.897,101.974
300118,14.849,102.08
300119,14.899,102.152
300120,14.915,102.037
300121,14.986,102.007
300122,15.018,102.154
300123,14.986,102.189
300124,15.009,102.086
300125,15.105,102.174
300201,14.569,102.278
300202,14.489,102.279
300203,14.599,102.13
300204,14.301,102.196
300205,14.367,102.1
300206,14.57,102.385
300207,14.569,102.207
300208,14.449,102.207
300209,14.255,102.302
300210,14.529,102.103
300211,14.462,102.343
300212,14.528,102.384
300301,14.426,102.429
300302,14.325,102.552
300303,14.278,102.398
300304,14.457,102.54
300305,14.526,102.448
300306,14.247,102.474
300401,15.451,102.334
300402,15.445,102.407
300403,15.368,102.466
300404,15.314,102.368
300405,15.474,102.08
300406,15.5,102.28
300407,15.496,102.167
300408,15.449,102.266
300409,15.397,102.357
300410,15.371,102.403
300501,15.625,102.136
300502,15.571,102.103
300503,15.571,102.187
300504,15.54,102.057
300601,15.027,102.432
300603,15.052,102.353
300604,14.874,102.385
300605,14.931,102.506
300607,15.07,102.424
300610,14.938,102.427
300611,14.852,102.502
300613,15.013,102.498
300701,14.714,102.189
300702,14.755,102.129
300703,14.821,102.16
300704,14.631,102.184
300705,14.672,102.154
300706,14.87,102.264
300707,14.716,102.237
300708,14.763,102.172
300709,14.811,102.243
300710,14.864,102.189
300801,15.303,101.759
300802,15.214,101.788
300803,15.157,101.87
300804,15.119,101.855
300805,15.124,101.724
300806,15.211,101.673
300807,15.372,101.809
300808,15.27,101.689
300809,15.147,101.808
300810,15.348,101.667
300811,15.281,101.821
300812,15.243,101.863
300813,15.149,101.618
300815,15.161,101.486
300817,15.304,101.897
300818,15.36,101.855
300901,15.213,102.061
300902,15.162,102.095
300903,15.118,102.06
300904,15.128,102.018
300905,15.149,101.973
300906,15.152,101.914
300907,15.223,101.928
300908,15.226,102.002
300909,15.274,102.138
300914,15.265,102.098
301001,15.179,102.256
301002,15.152,102.287
301003,15.097,102.293
301004,15.118,102.333
301005,15.171,102.339
301006,15.263,102.392
301007,15.224,102.313
301008,15.315,102.321
301009,15.299,102.273
301010,15.161,102.158
301011,15.305,102.219
301012,15.152,102.212
301013,15.252,102.21
301014,15.201,102.194
301015,15.116,102.287
301016,15.072,102.308
301101,15.36,102.195
301102,15.416,102.116
301103,15.386,102.248
301104,15.351,102.099
301105,15.334,102.149
301106,15.433,102.237
301107,15.424,102.159
301201,15.602,102.438
301203,15.626,102.363
301204,15.516,102.429
301206,15.486,102.466
301207,15.593,102.3
301208,15.522,102.374
301214,15.571,102.502
301215,15.623,102.407
301220,15.683,102.364
301224,15.567,102.372
301301,15.536,102.724
301303,15.53,102.659
301304,15.684,102.632
301306,15.528,102.78
301307,15.583,102.707
301308,15.596,102.759
301309,15.611,102.656
301310,15.491,102.822
301313,15.484,102.623
301314,15.677,102.684
301315,15.493,102.686
301317,15.463,102.737
301318,15.635,102.712
301401,14.719,102.055
301402,14.754,101.953
301403,14.741,102.09
301404,14.65,102.063
301405,14.686,101.745
301406,14.686,102.036
301407,14.679,102.108
301409,14.701,101.986
301410,14.666,101.997
301411,14.604,102.048
301412,14.563,101.87
301416,14.602,101.984
301417,14.793,102.034
301418,14.667,101.939
301419,14.663,102.046
301420,14.637,101.902
301501,15.206,102.489
301502,15.216,102.424
301503,15.215,102.628
301504,15.271,102.458
301505,15.282,102.547
301506,15.19,102.555
301507,15.344,102.54
301508,15.128,102.49
301509,15.443,102.67
301510,15.338,102.591
301511,15.162,102.403
301512,15.113,102.44
301601,14.967,102.652
301602,15.021,102.634
301603,15.063,102.634
301604,15.12,102.638
301605,14.995,102.565
301606,15.077,102.689
301607,15.047,102.752
301608,15.06,102.582
301609,15.019,102.718
301610,14.985,102.687
301701,15.344,102.75
301702,15.342,102.685
301703,15.243,102.72
301704,15.184,102.735
301705,15.109,102.773
301710,15.258,102.81
301714,15.411,102.732
301716,15.167,102.769
301717,15.339,102.828
301801,14.861,101.842
301802,14.982,101.777
301803,14.909,101.851
301804,14.952,101.839
301805,15.034,101.84
301806,14.922,101.903
301807,14.779,101.805
301808,14.798,101.728
301809,14.855,101.942
301810,14.79,101.895
301811,,
301901,14.974,101.959
301902,14.97,101.916
301903,15.069,101.952
301904,15.086,101.894
301905,15.028,101.932
302001,14.905,101.687
302002,14.985,101.75
302003,15.046,101.556
302004,14.823,101.629
302005,14.959,101.574
302006,14.931,101.753
302007,14.932,101.485
302008,15.045,101.659
302009,14.797,101.685
302010,14.883,101.515
302011,15.02,101.456
302012,15.047,101.76
302101,14.722,101.363
302102,14.65,101.283
302103,14.806,101.456
302104,14.536,101.64
302105,14.501,101.402
302106,14.689,101.488
302107,14.594,101.53
302108,14.472,101.605
302109,14.647,101.649
302110,14.613,101.398
302111,14.706,101.573
302112,14.548,101.246
302201,14.609,102.4
302202,14.814,102.417
302203,14.743,102.45
302204,14.715,102.332
302205,14.78,102.304
302206,14.654,102.397
302207,14.813,102.339
302208,14.641,102.32
302209,14.754,102.398
302301,15.727,102.277
302302,15.75,102.325
302303,15.661,102.236
302304,15.64,102.175
302305,15.715,102.198
302401,,
302402,15.435,102.488
302403,15.452,102.568
302404,15.505,102.567
302405,15.41,102.536
302501,14.399,101.817
302502,14.474,101.769
302503,14.574,101.731
302504,14.49,101.969
302505,14.353,101.966
302601,15.297,101.564
302602,15.256,101.436
302603,15.303,101.411
302604,15.349,101.518
302701,15.418,102.886
302702,15.44,102.957
302703,15.487,102.889
302704,15.426,102.812
302801,15.311,101.959
302802,15.369,101.926
302803,15.275,101.995
302804,15.406,101.976
302805,15.334,102.056
302901,15.353,102.866
302902,15.25,102.944
302903,15.276,102.874
302904,15.36,102.971
303001,15.649,102.532
303002,15.699,102.472
303003,15.661,102.468
303004,15.667,102.573
303101,15.564,102.588
303102,15.54,102.59
303103,15.521,102.479
303104,15.591,102.537
303105,15.617,102.591
303201,15.029,102.31
303202,14.981,102.323
303203,14.975,102.232
303204,15.053,102.234
303205,14.93,102.287
310101,14.999,103.104
310102,14.979,103.128
310103,14.941,103.098
310104,14.949,102.997
310105,14.853,102.942
310106,14.896,103.146
310108,15.018,103.156
310112,15.099,103.018
310113,15.116,103.078
310114,15.031,103.024
310117,14.908,102.951
310118,14.808,102.953
310119,15.058,103.136
310120,15.033,103.093
310122,14.824,103.159
310125,14.871,103.099
310126,15.095,103.109
310127,14.974,103.047
310128,14.782,102.982
310201,15.24,103
310202,15.391,103.054
310203,15.388,103.008
310204,15.169,103.027
310205,15.157,103.064
310206,15.165,103.137
310207,15.314,102.995
310301,14.922,103.296
310302,15.061,103.403
310303,14.887,103.224
310304,14.82,103.239
310305,14.905,103.374
310306,14.994,103.292
310307,14.984,103.395
310308,14.848,103.299
310309,15.072,103.336
310310,14.966,103.34
310311,15.027,103.338
310401,14.673,102.806
310403,14.577,102.77
310405,14.561,102.666
310406,14.612,102.691
310408,14.674,102.896
310413,14.616,102.833
310414,14.499,102.757
310415,14.73,102.711
310416,14.735,102.789
310417,14.665,102.735
310418,14.516,102.662
310424,14.69,102.863
310425,14.661,102.648
310426,14.581,102.705
310427,14.737,102.934
310501,14.669,102.571
310502,14.739,102.564
310503,14.774,102.645
310504,14.642,102.571
310505,14.782,102.489
310506,14.674,102.497
310507,14.693,102.564
310508,14.736,102.635
310509,14.806,102.562
310510,14.724,102.501
310601,14.418,102.854
310603,14.439,102.92
310604,14.284,102.85
310607,14.268,102.935
310610,14.393,102.787
310611,14.449,102.784
310701,14.613,103.081
310702,14.787,103.055
310703,14.705,103.065
310705,14.599,103.191
310706,14.5,102.989
310707,14.537,103.067
310708,14.562,103.005
310710,14.641,103.035
310713,14.662,103.208
310714,14.638,102.981
310715,14.44,103.004
310716,14.542,103.143
310718,14.602,103.129
310719,14.702,102.989
310720,14.569,102.962
310721,14.75,103.003
310801,14.429,103.077
310802,14.464,103.189
310803,14.344,102.997
310804,14.362,103.109
310805,14.397,103.211
310806,14.473,103.143
310807,14.337,103.037
310808,14.384,103.164
310809,14.524,103.199
310901,15.582,103.014
310902,15.497,103.032
310903,15.507,102.983
310906,15.627,102.892
310907,15.58,102.959
310909,15.463,103.097
310910,15.526,102.937
311001,15.019,102.834
311002,14.999,102.803
311003,14.99,102.957
311004,15.051,102.945
311005,15.083,102.893
311006,14.974,102.76
311007,14.949,102.862
311008,15.154,102.902
311009,15.154,102.973
311010,14.873,102.886
311011,14.917,102.777
311012,15.114,102.839
311013,15.057,102.82
311014,15.006,102.889
311015,15.109,102.938
311016,14.882,102.824
311101,15.263,103.301
311102,15.274,103.225
311103,15.259,103.386
311104,15.19,103.308
311105,15.131,103.291
311106,15.2,103.244
311109,15.209,103.183
311110,15.137,103.377
311111,15.3,103.442
311112,15.3,103.354
311114,15.207,103.356
311115,15.195,103.405
311201,14.454,102.721
311202,14.461,102.683
311203,14.432,102.657
311204,14.402,102.612
311205,14.364,102.696
311301,15.635,102.944
311302,15.712,102.933
311303,15.713,102.977
311304,15.763,102.895
311305,15.673,102.934
311401,14.828,102.681
311402,14.871,102.594
311403,14.885,102.763
311404,14.823,102.645
311405,14.911,102.609
311406,14.843,102.741
311407,14.889,102.67
311501,14.678,103.118
311502,14.769,103.193
311503,14.717,103.241
311504,14.722,103.168
311505,14.776,103.111
311601,14.982,103.203
311602,15.009,103.192
311603,15.088,103.285
311604,14.969,103.233
311605,14.933,103.182
311606,15.023,103.23
311607,15.042,103.268
311608,14.964,103.183
311701,14.538,102.604
311702,14.566,102.558
311703,14.621,102.637
311704,14.546,102.517
311801,14.785,102.81
311802,14.743,102.844
311803,14.794,102.906
311804,14.809,102.787
311805,14.78,102.745
311806,14.755,102.888
311901,15.555,102.811
311902,15.608,102.805
311903,15.605,102.857
311904,15.534,102.86
311905,15.553,102.907
312001,14.316,102.721
312002,14.346,102.764
312003,14.213,102.698
312101,15.112,103.162
312102,15.081,103.217
312103,15.138,103.219
312104,15.191,103.157
312201,15.317,103.123
312202,15.321,103.172
312203,15.32,103.077
312204,15.267,103.18
312301,14.574,102.865
312302,14.568,102.924
312303,14.641,102.931
312304,14.518,102.87
312305,14.505,102.918
320101,14.884,103.49
320102,15.074,103.55
320103,15.067,103.471
320104,15.024,103.528
320105,14.955,103.452
320106,14.855,103.562
320107,14.748,103.617
320109,14.802,103.627
320110,14.951,103.513
320111,14.858,103.491
320112,15.114,103.473
320113,14.793,103.337
320114,14.796,103.477
320116,14.774,103.542
320118,14.782,103.412
320119,14.91,103.652
320120,14.848,103.65
320121,14.904,103.597
320122,14.855,103.403
320125,14.918,103.545
320126,14.903,103.425
320201,15.377,103.411
320202,15.376,103.487
320203,15.395,103.556
320204,15.373,103.338
320205,15.359,103.23
320206,15.429,103.205
320207,15.44,103.15
320208,15.359,103.291
320209,15.312,103.557
320301,15.295,103.639
320302,15.245,103.492
320303,15.351,103.622
320304,15.401,103.725
320305,15.221,103.67
320306,15.242,103.569
320307,15.327,103.742
320308,15.228,103.71
320309,15.232,103.615
320310,15.429,103.62
320401,15.107,103.599
320402,15.17,103.465
320403,15.13,103.529
320404,15.079,103.683
320405,15.16,103.655
320406,15.123,103.682
320407,15.162,103.602
320408,15.178,103.53
320409,15.136,103.565
320501,14.656,103.406
320502,14.722,103.486
320503,14.688,103.377
320504,14.645,103.288
320505,14.72,103.282
320506,14.615,103.493
320507,14.552,103.462
320508,14.673,103.529
320509,14.541,103.373
320510,14.622,103.602
320511,14.544,103.28
320512,14.713,103.418
320513,14.652,103.356
320514,14.617,103.258
320515,14.602,103.408
320516,14.592,103.557
320517,14.686,103.339
320518,14.727,103.341
320601,14.488,103.585
320604,14.533,103.667
320605,14.465,103.709
320606,14.397,103.459
320607,14.48,103.505
320610,14.464,103.632
320701,15.311,103.843
320702,15.317,103.94
320703,15.355,103.808
320704,15.369,104.014
320705,15.392,103.933
320706,15.239,103.826
320709,15.324,103.895
320711,15.268,103.921
320713,15.316,103.786
320714,15.407,103.846
320715,15.306,103.987
320716,15.41,103.89
320801,15.203,103.761
320802,15.251,103.766
320803,15.152,103.755
320804,15.139,103.793
320805,15.17,103.828
320806,15.124,103.838
320807,15.157,103.714
320901,14.898,103.824
320902,15.035,103.845
320903,14.867,103.735
320904,14.955,103.856
320905,15.029,103.71
320906,15.083,103.76
320907,15.081,103.825
320908,14.812,103.722
320909,14.979,103.794
320910,14.946,103.705
320911,14.92,103.868
320912,15.018,103.77
320913,14.984,103.829
320914,14.845,103.785
320915,14.848,103.83
321001,14.612,103.753
321002,14.717,103.932
321006,14.575,103.856
321007,14.653,103.954
321008,14.561,103.749
321009,14.604,103.673
321010,14.663,103.839
321011,14.449,103.779
321012,14.676,103.786
321013,14.66,104.034
321015,14.618,103.849
321017,14.481,103.868
321101,14.702,103.642
321102,14.738,103.721
321103,14.684,103.691
321104,14.763,103.68
321105,14.751,103.77
321201,14.989,103.926
321202,15.02,103.905
321203,15.13,103.968
321204,15.097,103.911
321205,15.07,103.949
321206,14.958,103.952
321207,15.003,103.968
321208,15.092,103.875
321209,15.066,103.999
321210,15.039,103.952
321301,14.527,103.942
321302,14.532,104.014
321303,14.413,103.976
321304,14.609,104.016
321305,14.479,103.921
321306,14.57,103.953
321401,14.416,103.35
321402,14.49,103.249
321403,14.497,103.354
321404,14.386,103.26
321501,14.754,103.882
321502,14.797,103.922
321503,14.802,103.846
321504,14.757,103.977
321505,14.738,103.818
321601,15.009,103.582
321602,15.06,103.61
321603,15.026,103.644
321604,14.976,103.648
321605,14.966,103.576
321701,15.228,103.927
321702,15.186,103.942
321703,15.173,103.911
321704,15.251,103.885
321705,15.14,103.88
330101,15.103,104.336
330102,,
330103,15.213,104.278
330104,15.04,104.332
330105,14.989,104.398
330106,15.037,104.434
330107,15.078,104.295
330111,15.055,104.385
330112,15.015,104.369
330115,,
330116,15.135,104.293
330118,14.98,104.336
330119,15.007,104.427
330121,15.096,104.433
330122,15.167,104.34
330123,15.124,104.394
330124,15.051,104.258
330127,15.143,104.271
330201,15.26,104.401
330202,15.18,104.422
330203,15.223,104.36
330204,15.302,104.354
330205,15.235,104.319
330206,15.251,104.444
330207,15.212,104.413
330301,15.08,104.476
330302,15.1,104.642
330303,15.049,104.643
330304,15.072,104.526
330305,15.194,104.658
330306,15.143,104.702
330307,15.232,104.616
330308,15.182,104.583
330309,15.203,104.547
330310,15.223,104.5
330311,15.173,104.478
330312,15.12,104.525
330313,15.113,104.578
330314,15.034,104.537
330315,14.995,104.494
330320,15.066,104.583
330401,14.535,104.714
330402,14.679,104.833
330403,14.582,104.67
330405,14.643,104.729
330406,14.66,104.657
330407,14.444,104.547
330408,14.48,104.63
330409,14.712,104.596
330411,14.724,104.655
330412,14.745,104.571
330413,14.543,104.575
330414,14.65,104.566
330415,14.534,104.8
330416,14.654,104.621
330419,14.447,104.685
330420,14.602,104.798
330421,14.682,104.777
330423,14.637,104.686
330424,14.59,104.591
330425,14.466,104.809
330501,14.717,104.07
330502,14.821,104.253
330503,14.753,104.15
330504,14.775,104.186
330505,14.657,104.104
330506,14.601,104.246
330507,14.712,104.268
330508,14.669,104.271
330509,14.72,104.205
330510,14.662,104.179
330511,14.834,104.186
330513,14.773,104.248
330515,14.644,104.234
330517,14.804,104.149
330518,14.727,104.016
330521,14.872,104.17
330522,14.715,104.115
330524,14.874,104.255
330525,14.762,104.283
330526,14.684,104.227
330527,14.639,104.28
330528,14.754,104.102
330601,14.744,104.373
330602,14.801,104.308
330603,14.811,104.364
330604,14.7,104.342
330605,14.856,104.359
330606,14.857,104.303
330701,14.835,104.032
330702,14.853,103.957
330703,14.875,104.101
330704,14.903,104.009
330705,14.82,104.094
330706,14.78,104.082
330707,14.917,104.081
330708,14.782,104.027
330709,14.913,103.962
330710,14.881,104.042
330801,14.625,104.436
330802,14.476,104.444
330803,14.592,104.501
330804,14.666,104.458
330805,14.706,104.454
330806,14.673,104.414
330807,14.635,104.371
330808,14.581,104.416
330809,14.575,104.353
330810,14.683,104.51
330811,14.628,104.327
330812,14.465,104.353
330901,15.356,104.159
330902,15.351,104.214
330903,15.38,104.106
330906,15.435,104.125
330907,15.421,104.026
330908,15.416,104.162
330909,15.278,104.176
330910,15.321,104.105
330911,15.332,104.257
330912,15.283,104.232
330913,15.271,104.293
330914,15.407,104.2
330915,15.317,104.305
331001,15.1,104.15
331002,15.198,104.188
331003,15.052,104.143
331004,15.016,104.109
331005,15.146,104.148
331006,15.198,104.14
331007,15.145,104.093
331008,15.126,104.238
331010,15.143,104.21
331011,15.251,104.132
331012,15.223,104.228
331014,15.12,104.178
331015,15.067,104.176
331016,15.173,104.227
331017,15.101,104.214
331018,15.098,104.088
331022,15.093,104.128
331024,15.22,104.171
331025,14.966,104.104
331101,15.297,104.06
331102,15.328,104.067
331201,15.065,104.044
331202,15.021,104.047
331203,14.966,104.069
331204,14.947,104.013
331205,14.981,104.019
331206,15.11,104.027
331301,14.899,104.71
331302,14.976,104.64
331303,14.923,104.614
331304,14.861,104.774
331305,14.88,104.638
331401,14.766,104.476
331402,14.744,104.453
331403,14.785,104.515
331404,14.866,104.488
331405,14.813,104.555
331406,14.806,104.419
331407,14.828,104.474
331501,14.917,104.55
331502,14.93,104.451
331503,14.964,104.479
331504,14.852,104.58
331505,14.876,104.525
331506,14.971,104.569
331601,14.957,104.209
331602,14.988,104.186
331603,14.945,104.271
331604,14.992,104.27
331605,14.909,104.155
331606,15.018,104.224
331607,14.92,104.24
331608,14.926,104.204
331701,14.549,104.203
331702,14.525,104.077
331703,14.566,104.12
331704,14.588,104.079
331705,14.606,104.169
331706,14.44,104.189
331707,14.426,104.085
331801,15.155,104.011
331802,15.205,103.996
331803,15.198,104.035
331901,14.799,104.668
331902,14.754,104.722
331903,14.836,104.653
331904,14.778,104.594
331905,14.761,104.783
332001,14.935,104.387
332002,14.852,104.427
332003,14.918,104.422
332004,14.933,104.327
332005,14.898,104.334
332101,15.204,104.078
332102,15.251,104.043
332103,15.254,104.083
332104,15.233,104.111
332105,15.269,104.009
332201,15.474,104.084
332202,15.529,104.109
332203,15.458,104.046
332204,15.473,104.139
340101,15.232,104.859
340104,15.367,104.845
340105,15.32,104.766
340107,15.244,104.894
340108,15.302,104.836
340109,15.251,104.802
340111,15.239,104.727
340112,15.314,104.905
340113,15.309,104.97
340116,15.291,105
340119,15.351,104.815
340120,15.365,104.716
340201,15.507,105.327
340202,15.478,105.237
340203,15.52,105.219
340204,15.415,105.26
340205,15.564,105.329
340206,15.623,105.286
340207,15.56,105.227
340208,15.409,105.346
340209,15.695,105.565
340210,15.607,105.383
340211,15.447,105.316
340301,15.296,105.452
340302,15.467,105.455
340303,15.553,105.557
340304,15.339,105.389
340305,15.42,105.551
340401,15.371,104.556
340402,15.367,104.503
340403,15.399,104.429
340404,15.392,104.623
340405,15.307,104.69
340406,15.269,104.653
340407,15.319,104.602
340408,15.283,104.566
340409,15.29,104.513
340410,15.281,104.48
340411,15.454,104.424
340412,15.489,104.464
340413,15.515,104.407
340414,15.521,104.5
340415,15.446,104.508
340416,15.477,104.515
340417,15.338,104.459
340418,15.453,104.592
340501,16.049,105.136
340503,15.977,105.179
340504,15.872,105.222
340507,15.95,105.058
340508,16.011,105.329
340510,15.932,105.128
340511,16.019,105.096
340512,16.025,105.037
340513,15.867,105.155
340701,14.92,105.055
340702,15.012,104.983
340704,14.902,104.955
340706,14.819,104.846
340708,14.824,104.987
340709,14.966,105.196
340710,14.702,105.09
340711,14.797,105.141
340712,14.695,105.014
340713,14.84,105.049
340715,14.801,105.218
340716,14.889,105.205
340717,14.87,104.908
340720,14.904,105.115
340721,14.961,104.976
340723,14.76,105.03
340801,14.487,105.261
340802,14.688,105.201
340803,14.627,105.18
340804,14.608,105.241
340805,14.661,105.258
340806,14.659,105.141
340901,14.46,104.947
340903,14.634,105.011
340904,14.337,105.059
340906,14.538,105.056
340907,14.483,105.04
340909,14.575,105.094
340911,14.577,105.02
341001,14.759,105.464
341002,14.567,105.424
341003,14.867,105.461
341004,14.891,105.294
341005,14.771,105.288
341006,14.672,105.307
341007,14.741,105.371
341008,14.906,105.348
341101,15.601,105.021
341102,15.618,105.089
341103,15.691,105.049
341104,15.57,105.102
341105,15.542,104.934
341106,15.736,105.128
341107,15.507,105.1
341108,15.562,105.034
341109,15.687,104.913
341110,15.659,105.168
341111,15.466,105.05
341112,15.589,105.183
341113,15.6,104.968
341114,15.69,104.978
341115,15.547,104.988
341116,15.51,105.029
341117,15.725,104.933
341118,15.672,105.134
341119,15.673,105.212
341120,15.522,105.168
341121,15.731,105.029
341122,15.658,105.081
341123,15.642,105.032
341201,15.792,105.006
341202,15.867,105.026
341203,15.776,105.101
341204,15.757,104.964
341205,15.828,105.099
341401,15.515,104.73
341402,15.657,104.667
341403,15.615,104.739
341404,15.564,104.827
341405,15.571,104.735
341406,15.5,104.828
341407,15.449,104.811
341408,15.397,104.765
341409,15.443,104.679
341410,15.501,104.661
341411,15.593,104.667
341412,15.598,104.617
341413,15.541,104.586
341414,15.444,104.743
341501,15.2,104.853
341502,15.139,104.887
341504,15.105,104.776
341505,15.101,104.818
341507,15.08,104.865
341508,14.999,104.903
341510,15.198,104.815
341511,15.158,104.753
341515,15.165,104.924
341516,15.122,104.963
341518,15.173,104.872
341520,15.204,104.782
341521,15.162,104.823
341522,15.087,104.904
341524,15.091,104.708
341526,15.197,104.961
341901,15.248,105.226
341902,15.202,105.249
341904,15.132,105.313
341905,15.304,105.344
341906,15.069,105.128
341907,15.066,105.344
341909,15.216,105.158
341910,15.293,105.237
341911,15.34,105.297
341912,15.136,105.122
341913,15.065,105.19
341914,15.031,105.288
341918,14.993,105.336
341919,15.022,105.25
342001,15.326,105.156
342002,15.38,105.233
342003,15.352,105.086
342004,15.444,105.185
342005,15.417,105.108
342006,15.385,105.166
342101,15.816,105.261
342102,15.86,105.273
342103,15.728,105.494
342104,15.834,105.345
342105,15.756,105.254
342106,15.76,105.374
342201,15.01,104.793
342202,15.033,104.839
342203,14.96,104.76
342204,14.922,104.812
342205,15.02,104.72
342206,14.936,104.865
342207,14.959,104.713
342208,15.055,104.765
342209,14.981,104.821
342401,15.315,105.065
342402,15.375,105.028
342403,15.473,104.968
342404,15.372,104.968
342501,15.225,105.33
342502,15.126,105.414
342503,14.993,105.425
342504,15.21,105.412
342505,15.134,105.364
342506,15.24,105.507
342602,14.804,104.922
342603,14.723,104.931
342604,14.678,104.955
342605,14.752,104.908
342606,14.76,104.855
342901,15.006,105.143
342902,15.116,105.018
342903,14.987,105.068
343001,15.893,105.31
343002,15.96,105.332
343003,15.965,105.27
343004,15.921,105.212
343101,15.432,104.918
343102,15.492,104.891
343103,15.395,104.881
343104,15.423,104.988
343201,15.204,105.087
343202,15.229,104.99
343203,15.238,105.045
343204,15.274,105.118
343301,14.568,104.919
343302,14.603,104.854
343303,14.624,104.899
343304,14.443,104.848
350101,15.799,104.148
350102,15.828,104.167
